,company_name,category_list,funding_total_usd,status,country_code,state_code,funding_rounds,first_funding_at,last_funding_at,homepage_url_new,time_bw_first_rounds,avg_time_bw_rounds,avg_raised_usd,avg_time_bw_rounds_float,time_bw_first_rounds_float,status_new,investor_count,cat_new,Region
1544,Clearwave,biotechnology,5295884.0,operating,USA,GA,2,2010-05-24,2010-08-26,1,94 days 00:00:00.000000000,94 days 00:00:00.000000000,2647942.0,94.0,94,0,1.0,biotech,South
1545,Cleave Biosciences,biotechnology,54000000.0,operating,USA,CA,2,2011-10-11,2013-04-09,1,546 days 00:00:00.000000000,546 days 00:00:00.000000000,27000000.0,546.0,546,0,7.0,biotech,West
1546,"Clerio Vision, Inc.",biotechnology|lasers|medical,3725000.0,operating,USA,NY,1,2015-01-13,2015-01-13,1,0 days 00:00:00.000000000,,3725000.0,0.0,0,1,6.0,medical/pharma,Northeast
1547,Cleveland BioLabs,biotechnology,66426557.0,ipo,USA,NY,6,2001-07-16,2015-07-16,1,2821 days 00:00:00.000000000,1022 days 14:24:00.000000000,11071092.833333334,1022.0,2821,1,1.0,biotech,Northeast
1548,Cleveland Clinic,health care|hospitals,2700000.0,operating,USA,OH,2,2015-08-04,2015-08-31,1,27 days 00:00:00.000000000,27 days 00:00:00.000000000,1350000.0,27.0,27,1,1.0,healthcare,Midwest
1549,Cleveland Diagnostics,diagnostics|health and wellness|health care,1980000.0,operating,USA,OH,1,2015-03-11,2015-03-11,1,0 days 00:00:00.000000000,,1980000.0,0.0,0,1,1.0,healthcare,Midwest
1550,Cleveland HeartLab,biotechnology,35851203.0,operating,USA,OH,3,2011-08-22,2014-07-09,1,436 days 00:00:00.000000000,526 days 00:00:00.000000000,11950401.0,526.0,436,1,3.0,biotech,Midwest
1551,CleveX,health and wellness,2250002.0,closed,USA,OH,3,2007-01-22,2010-03-23,1,562 days 00:00:00.000000000,578 days 00:00:00.000000000,1125001.0,578.0,562,0,2.0,healthcare,Midwest
1552,"Click Therapeutics, Inc.",health care information technology|therapeutics,3732500.0,operating,USA,NY,3,2012-04-15,2015-08-06,1,899 days 00:00:00.000000000,604 days 00:00:00.000000000,1244166.6666666667,604.0,899,1,3.0,medical/pharma,Northeast
1553,ClickDiagnostics,fitness|health and wellness|healthcare services,6000000.0,operating,USA,MA,1,2012-12-01,2012-12-01,1,0 days 00:00:00.000000000,,6000000.0,0.0,0,0,1.0,healthcare,Northeast
1554,ClickMedix,health and wellness,240000.0,operating,USA,MD,3,2012-09-06,2014-05-20,1,351 days 00:00:00.000000000,310 days 12:00:00.000000000,80000.0,310.0,351,1,1.0,healthcare,South
1555,Clinect Healthcare,health care,150000.0,operating,USA,NC,1,2015-07-09,2015-07-09,1,0 days 00:00:00.000000000,,150000.0,0.0,0,1,1.0,healthcare,South
1556,CLINICAHEALTH,health and wellness|medical,5064182.0,operating,USA,NJ,2,2010-09-20,2014-11-12,0,1514 days 00:00:00.000000000,1514 days 00:00:00.000000000,2532091.0,1514.0,1514,1,1.0,medical/pharma,Northeast
1557,Clinical Data,biotechnology,259611.0,ipo,USA,MA,2,2010-09-20,2011-02-23,1,156 days 00:00:00.000000000,156 days 00:00:00.000000000,129805.5,156.0,156,1,1.0,biotech,Northeast
1558,Clinical Ink,health and wellness,24300000.0,operating,USA,NC,2,2013-10-16,2015-03-18,1,518 days 00:00:00.000000000,518 days 00:00:00.000000000,12150000.0,518.0,518,1,3.0,healthcare,South
1559,Clinical Innovations,health care|manufacturing|medical devices,250000.0,closed,USA,UT,1,2010-12-10,2010-12-10,1,0 days 00:00:00.000000000,,17042585.6,0.0,0,0,1.0,medical devices,West
1560,Clinical Insight,electronic health records|health and wellness|software,100000.0,operating,USA,NY,1,2009-01-01,2009-01-01,1,0 days 00:00:00.000000000,,21732739.24,0.0,0,0,1.0,healthcare,Northeast
1561,CliniCast,big data analytics|health care|software,100000.0,operating,USA,CA,1,2012-10-01,2012-10-01,1,0 days 00:00:00.000000000,,100000.0,0.0,0,0,1.0,healthcare,West
1562,Clinician Therapeutics,medical,25000.0,operating,USA,NY,1,2014-08-01,2014-08-01,1,0 days 00:00:00.000000000,,25000.0,0.0,0,1,1.0,medical/pharma,Northeast
1563,Clinicloud,health diagnostics|internet of things|medical devices|mobile health,5000000.0,operating,USA,CA,1,2015-09-23,2015-09-23,1,0 days 00:00:00.000000000,,5000000.0,0.0,0,1,2.0,medical devices,West
1564,Clinipace WorldWide,biotechnology|clinical trials|medical devices,91754589.0,operating,USA,NC,8,2008-01-14,2015-01-15,1,1211 days 00:00:00.000000000,365 days 10:17:08.571428572,11469323.625,365.0,1211,1,11.0,medical devices,South
1565,cliniq.ly,health and insurance|health and wellness|health care|hospitals,150000.0,operating,USA,WA,1,2014-07-07,2014-07-07,1,0 days 00:00:00.000000000,,150000.0,0.0,0,1,1.0,healthcare,West
1566,Clinovo,biotechnology|life sciences|medical devices|pharmaceuticals,150000.0,operating,USA,CA,1,2014-03-03,2014-03-03,1,0 days 00:00:00.000000000,,150000.0,0.0,0,1,1.0,medical devices,West
1567,Clontech Laboratories Inc,biotechnology|medical|pharmaceuticals,50000.0,acquired,USA,CA,1,2001-05-10,2001-05-10,1,0 days 00:00:00.000000000,,14798342.08,0.0,0,1,1.0,medical/pharma,West
1568,CloSys,biotechnology,2302799.0,operating,USA,MN,4,2009-02-25,2014-08-14,1,566 days 00:00:00.000000000,665 days 08:00:00.000000000,575699.75,665.0,566,1,1.0,biotech,Midwest
1569,Cloud 9,health care,250000.0,operating,USA,TX,1,2014-01-04,2014-01-04,1,0 days 00:00:00.000000000,,250000.0,0.0,0,1,3.0,healthcare,South
1570,Cloud DX Inc,diagnostics|medical devices|software,2582000.0,closed,USA,NY,2,2014-10-01,2015-05-13,1,224 days 00:00:00.000000000,224 days 00:00:00.000000000,1291000.0,224.0,224,0,1.0,medical devices,Northeast
1571,Cloud Pharmaceuticals,alternative medicine|bio-pharm|pharmaceuticals,1147000.0,operating,USA,NC,2,2014-07-01,2014-07-29,1,28 days 00:00:00.000000000,28 days 00:00:00.000000000,573500.0,28.0,28,1,1.0,medical/pharma,South
1572,CloudMedx Inc,big data analytics|health care|health care information technology|mhealth|mobile health|personal health,6300000.0,operating,USA,CA,1,2015-05-01,2015-05-01,1,0 days 00:00:00.000000000,,6300000.0,0.0,0,1,8.0,healthcare,West
1573,Clover Health,health care,100000000.0,operating,USA,CA,1,2015-09-18,2015-09-18,1,0 days 00:00:00.000000000,,100000000.0,0.0,0,1,2.0,healthcare,West
1574,Clovis Oncology,biotechnology|health care,356962756.0,ipo,USA,CO,3,2009-05-26,2013-11-27,1,738 days 00:00:00.000000000,823 days 00:00:00.000000000,118987585.33333333,823.0,738,1,7.0,healthcare,West
1575,CMD Bioscience,biotechnology,925000.0,operating,USA,CT,2,2011-02-07,2012-12-03,1,665 days 00:00:00.000000000,665 days 00:00:00.000000000,462500.0,665.0,665,0,1.0,biotech,Northeast
1576,Cmxtwenty,biotechnology,1910000.0,operating,USA,WI,1,2010-07-16,2010-07-16,1,0 days 00:00:00.000000000,,1910000.0,0.0,0,0,1.0,biotech,Midwest
1577,CNS Response,biotechnology,16395534.0,ipo,USA,CA,15,2009-09-09,2015-07-02,1,189 days 00:00:00.000000000,151 days 13:42:51.428571428,1093035.6,151.0,189,1,1.0,biotech,West
1578,CNS Therapeutics,biotechnology,10050000.0,acquired,USA,MN,2,2009-08-18,2012-12-21,1,1221 days 00:00:00.000000000,1221 days 00:00:00.000000000,5025000.0,1221.0,1221,1,1.0,biotech,Midwest
1579,CO3 Ventures,biotechnology,520000.0,operating,USA,MD,1,2010-07-15,2010-07-15,0,0 days 00:00:00.000000000,,520000.0,0.0,0,0,1.0,biotech,South
1580,CoachMePlus,health and wellness,1600000.0,operating,USA,NY,2,2013-12-08,2015-10-08,1,669 days 00:00:00.000000000,669 days 00:00:00.000000000,800000.0,669.0,669,1,1.0,healthcare,Northeast
1581,Coapt Systems,biotechnology,38520000.0,acquired,USA,CA,3,2003-02-07,2009-12-29,1,1511 days 00:00:00.000000000,1258 days 12:00:00.000000000,12840000.0,1258.0,1511,1,11.0,biotech,West
1582,COARE Biotechnology,biotechnology,220099.0,operating,USA,OK,1,2013-08-27,2013-08-27,1,0 days 00:00:00.000000000,,220099.0,0.0,0,1,1.0,biotech,South
1583,CoAxia,health care,32500000.0,operating,USA,MN,2,2006-09-28,2009-06-24,1,1000 days 00:00:00.000000000,1000 days 00:00:00.000000000,16250000.0,1000.0,1000,0,6.0,healthcare,Midwest
1584,Cobalt Technologies,biotechnology|clean technology,55893000.0,operating,USA,CA,5,2006-11-27,2012-10-01,1,693 days 00:00:00.000000000,533 days 18:00:00.000000000,11178600.0,533.0,693,0,9.0,biotech,West
1585,Coco Yoga,consulting|exercise|health and wellness,100000.0,operating,USA,SC,1,2015-06-04,2015-06-04,1,0 days 00:00:00.000000000,,0.0,0.0,0,1,1.0,healthcare,South
1586,Cocoon Biotech,biotechnology|life sciences|medical,1809946.0,operating,USA,MA,1,2015-10-06,2015-10-06,1,0 days 00:00:00.000000000,,1809946.0,0.0,0,1,1.0,medical/pharma,Northeast
1587,Cocrystal Discovery,biotechnology,15177581.0,operating,USA,WA,2,2009-10-09,2011-09-15,1,706 days 00:00:00.000000000,706 days 00:00:00.000000000,7588790.5,706.0,706,0,1.0,biotech,West
1588,CoDa Therapeutics,biotechnology,68713546.0,operating,USA,CA,6,2006-10-10,2015-02-19,1,1651 days 00:00:00.000000000,610 days 19:12:00.000000000,11452257.666666666,610.0,1651,1,4.0,biotech,West
1589,"Codagenix, Inc.",biotechnology,3800000.0,operating,USA,NY,3,2012-07-01,2015-06-12,1,727 days 00:00:00.000000000,538 days 00:00:00.000000000,1266666.6666666667,538.0,727,1,1.0,biotech,Northeast
1590,Code Blue,health care,2000000.0,operating,USA,VA,1,2009-05-14,2009-05-14,0,0 days 00:00:00.000000000,,2000000.0,0.0,0,0,1.0,healthcare,South
1591,CodeRyte,health and wellness,23020000.0,acquired,USA,MD,3,2004-01-01,2011-07-29,1,804 days 00:00:00.000000000,1383 days 00:00:00.000000000,7673333.333333333,1383.0,804,1,7.0,healthcare,South
1592,Codexis,biotechnology,37000000.0,ipo,USA,CA,1,2006-08-14,2006-08-14,1,0 days 00:00:00.000000000,,37000000.0,0.0,0,1,5.0,biotech,West
1593,Codon Devices,biotechnology,33000000.0,operating,USA,MA,2,2005-05-30,2006-12-18,0,567 days 00:00:00.000000000,567 days 00:00:00.000000000,16500000.0,567.0,567,1,5.0,biotech,Northeast
1594,Coeurative,biotechnology,120000.0,operating,USA,VA,1,2013-05-20,2013-05-20,0,0 days 00:00:00.000000000,,120000.0,0.0,0,0,1.0,biotech,South
1595,Cofactor Genomics,biotechnology|clinical trials|genetic testing|life sciences,320000.0,operating,USA,MO,2,2008-01-01,2015-07-31,1,2768 days 00:00:00.000000000,2768 days 00:00:00.000000000,160000.0,2768.0,2768,1,1.0,medical/pharma,Midwest
1596,Coferon,biotechnology,28326700.0,operating,USA,NY,7,2011-01-06,2015-08-11,1,130 days 00:00:00.000000000,279 days 16:00:00.000000000,4046671.4285714286,279.0,130,1,3.0,biotech,Northeast
1597,Cogenics,biotechnology,4500000.0,operating,USA,NC,1,2005-04-21,2005-04-21,0,0 days 00:00:00.000000000,,4500000.0,0.0,0,1,1.0,biotech,South
1598,Cogentus Pharmaceuticals,biotechnology,77500000.0,operating,USA,CA,2,2007-04-03,2007-12-21,1,262 days 00:00:00.000000000,262 days 00:00:00.000000000,38750000.0,262.0,262,0,4.0,biotech,West
1599,Cogito Corporation,crm|health care|software|technology,6500000.0,operating,USA,MA,2,2014-12-23,2015-11-09,1,321 days 00:00:00.000000000,321 days 00:00:00.000000000,3250000.0,321.0,321,1,2.0,healthcare,Northeast
1600,CogniFit,health and wellness,5000000.0,operating,USA,NY,1,2008-07-01,2008-07-01,1,0 days 00:00:00.000000000,,5000000.0,0.0,0,0,1.0,healthcare,Northeast
1601,Cognition Health Partners,biotechnology,1639000.0,operating,USA,FL,1,2012-09-18,2012-09-18,1,0 days 00:00:00.000000000,,1639000.0,0.0,0,0,1.0,biotech,South
1602,Cognition Therapeutics,biotechnology,36705863.0,operating,USA,PA,10,2007-11-27,2015-09-08,1,596 days 00:00:00.000000000,315 days 18:40:00.000000000,4588232.875,315.0,596,1,15.0,biotech,Northeast
1603,Cognitive Health Innovations,health and wellness,100000.0,operating,USA,CA,1,2012-01-01,2012-01-01,1,0 days 00:00:00.000000000,,21732739.24,0.0,0,0,1.0,healthcare,West
1604,"Cognoptix, Inc.",biotechnology,19990000.0,operating,USA,MA,3,2011-01-07,2014-09-30,1,1203 days 00:00:00.000000000,681 days 00:00:00.000000000,6663333.333333333,681.0,1203,1,3.0,biotech,Northeast
1605,Cognovant,health and wellness,150000.0,closed,USA,MO,2,2011-12-02,2012-05-01,1,151 days 00:00:00.000000000,151 days 00:00:00.000000000,150000.0,151.0,151,0,1.0,healthcare,Midwest
1606,Cognuse,health care|health diagnostics|medical devices|rehabilitation,117000.0,operating,USA,CA,3,2014-01-10,2014-08-14,1,140 days 00:00:00.000000000,108 days 00:00:00.000000000,58500.0,108.0,140,1,1.0,medical devices,West
1607,Cognutria,fitness|nutrition|specialty foods,1040000.0,operating,USA,CA,1,2014-10-03,2014-10-03,1,0 days 00:00:00.000000000,,1040000.0,0.0,0,1,1.0,healthcare,West
1608,COH,biotechnology,7198601.0,operating,USA,CA,2,2011-02-28,2011-12-21,1,296 days 00:00:00.000000000,296 days 00:00:00.000000000,3599300.5,296.0,296,0,1.0,biotech,West
1609,CohBar,biotechnology,450000.0,operating,USA,CA,1,2014-02-20,2014-02-20,1,0 days 00:00:00.000000000,,450000.0,0.0,0,1,1.0,biotech,West
1610,Cohealo,health and wellness|health care|software,18600000.0,operating,USA,MA,7,2013-03-01,2014-10-01,1,184 days 00:00:00.000000000,96 days 12:00:00.000000000,2657142.8571428573,96.0,184,1,3.0,healthcare,Northeast
1611,Cohera Medical,health care,128310709.0,operating,USA,PA,7,2008-10-17,2015-10-22,1,587 days 00:00:00.000000000,426 days 20:00:00.000000000,18330101.285714287,426.0,587,1,3.0,healthcare,Northeast
1612,Coherex Medical,health care,41525000.0,acquired,USA,UT,3,2007-04-19,2012-03-13,1,907 days 00:00:00.000000000,895 days 00:00:00.000000000,13841666.666666666,895.0,907,1,4.0,healthcare,West
1613,Coherus Biosciences,biotechnology,249271980.0,ipo,USA,CA,4,2013-01-14,2015-04-01,1,192 days 00:00:00.000000000,269 days 00:00:00.000000000,62317995.0,269.0,192,1,10.0,biotech,West
1614,Cold Crate,biotechnology|logistics,1000000.0,operating,USA,TN,1,2011-08-25,2011-08-25,1,0 days 00:00:00.000000000,,24514914.83,0.0,0,0,1.0,biotech,South
1615,Cold Genesys,biotechnology,23570000.0,operating,USA,CA,2,2014-07-29,2015-08-05,1,372 days 00:00:00.000000000,372 days 00:00:00.000000000,11785000.0,372.0,372,1,4.0,biotech,West
1616,Cold Plasma Medical Technologies,health care,4016163.0,operating,USA,AZ,8,2010-04-09,2015-09-02,1,297 days 00:00:00.000000000,281 days 17:08:34.285714284,502020.375,281.0,297,1,1.0,healthcare,West
1617,Cole Martin,beauty|cosmetics|manufacturing|personal health,100000.0,operating,USA,CA,1,2011-11-23,2011-11-23,1,0 days 00:00:00.000000000,,21732739.24,0.0,0,0,1.0,healthcare,West
1618,Coley Pharmaceutical Group,bio-pharm|biotechnology|health care,40000000.0,acquired,USA,MA,2,2003-08-29,2005-03-16,1,565 days 00:00:00.000000000,565 days 00:00:00.000000000,20000000.0,565.0,565,1,5.0,healthcare,Northeast
1619,Colibri Heart Valve,health care,5655000.0,operating,USA,CO,2,2011-09-12,2014-03-18,1,918 days 00:00:00.000000000,918 days 00:00:00.000000000,2827500.0,918.0,918,1,1.0,healthcare,West
1620,CollabRx,health and wellness|medical|personal health,1564572.0,acquired,USA,CA,1,2011-04-14,2011-04-14,1,0 days 00:00:00.000000000,,1564572.0,0.0,0,1,1.0,medical/pharma,West
1621,"CollabRx, Inc.",bio-pharm|cloud data services|health care,585197.0,operating,USA,CA,1,2011-02-07,2011-02-07,1,0 days 00:00:00.000000000,,585197.0,0.0,0,0,1.0,healthcare,West
1622,Collective Health,analytics|business intelligence|health and wellness|health care|health care information technology|healthcare services|insurance|software,125000000.0,operating,USA,CA,3,2014-01-31,2015-10-20,1,411 days 00:00:00.000000000,313 days 12:00:00.000000000,41666666.666666664,313.0,411,1,13.0,healthcare,West
1623,Collegium Pharmaceutical,biotechnology,103000002.0,ipo,USA,RI,6,2006-11-03,2015-03-10,1,620 days 00:00:00.000000000,609 days 19:12:00.000000000,17166667.0,609.0,620,1,12.0,biotech,Northeast
1624,ColonaryConcepts,biotechnology,4349640.0,operating,USA,MA,2,2014-02-14,2015-02-23,0,374 days 00:00:00.000000000,374 days 00:00:00.000000000,2174820.0,374.0,374,1,1.0,biotech,Northeast
1625,Color Genomics,biotechnology|genetic testing,15000000.0,operating,USA,CA,1,2015-04-21,2015-04-21,1,0 days 00:00:00.000000000,,15000000.0,0.0,0,1,14.0,biotech,West
1626,Coloraderdam®,bitcoin|consumers|medical professionals|retail,50000.0,operating,USA,CO,1,2014-04-19,2014-04-19,1,0 days 00:00:00.000000000,,14798342.08,0.0,0,1,1.0,medical/pharma,West
1627,CoLucid Pharmaceuticals,biotechnology,80799981.0,ipo,USA,NC,5,2008-07-01,2015-01-13,1,574 days 00:00:00.000000000,596 days 18:00:00.000000000,16159996.2,596.0,574,1,8.0,biotech,South
1628,Column Health,medical,2300000.0,operating,USA,MA,1,2015-07-09,2015-07-09,1,0 days 00:00:00.000000000,,2300000.0,0.0,0,1,1.0,medical/pharma,Northeast
1629,CombiMatrix,biotechnology|health diagnostics,56952124.0,ipo,USA,CA,6,2000-08-04,2015-02-24,1,3898 days 00:00:00.000000000,1063 days 09:36:00.000000000,9492020.666666666,1063.0,3898,1,4.0,healthcare,West
1630,Combinent Biomedical Systems,biotechnology,6350000.0,operating,USA,MA,6,2007-05-08,2012-10-02,1,954 days 00:00:00.000000000,394 days 19:12:00.000000000,1058333.3333333333,394.0,954,0,3.0,biotech,Northeast
1631,CoMentis,biotechnology,82000000.0,operating,USA,CA,3,2006-09-28,2008-06-05,1,431 days 00:00:00.000000000,308 days 00:00:00.000000000,27333333.333333332,308.0,431,0,6.0,biotech,West
1632,Comfort Line,medical,50000.0,operating,USA,MD,1,2014-06-28,2014-06-28,1,0 days 00:00:00.000000000,,14798342.08,0.0,0,1,1.0,medical/pharma,South
1633,Community Medical Centers,health care,700000.0,operating,USA,CA,1,2013-11-08,2013-11-08,1,0 days 00:00:00.000000000,,700000.0,0.0,0,1,1.0,healthcare,West
1634,Community Pharmacy,biotechnology,1000000.0,operating,USA,TX,1,2011-09-06,2011-09-06,1,0 days 00:00:00.000000000,,24514914.83,0.0,0,0,1.0,biotech,South
1635,Community Veterinary Partners,biotechnology,1631134.0,operating,USA,PA,2,2009-12-03,2012-01-23,1,781 days 00:00:00.000000000,781 days 00:00:00.000000000,815567.0,781.0,781,0,1.0,biotech,Northeast
1636,Compact Particle Acceleration,fitness|health and wellness|medical devices,6500100.0,operating,USA,CA,1,2012-04-01,2012-04-01,1,0 days 00:00:00.000000000,,6500100.0,0.0,0,0,1.0,medical devices,West
1637,Companion Medical,medical,3000000.0,operating,USA,CA,1,2015-05-20,2015-05-20,1,0 days 00:00:00.000000000,,3000000.0,0.0,0,1,1.0,medical/pharma,West
1638,Companion Pharma,biotechnology|medical,110000.0,operating,USA,MO,3,2012-01-01,2012-08-01,0,121 days 00:00:00.000000000,106 days 12:00:00.000000000,55000.0,106.0,121,0,2.0,medical/pharma,Midwest
1639,Compass Therapeutics,biotechnology,5075000.0,operating,USA,MA,2,2015-05-29,2015-06-15,1,17 days 00:00:00.000000000,17 days 00:00:00.000000000,2537500.0,17.0,17,1,1.0,biotech,Northeast
1640,Compassionate Care Center,pharmaceuticals,2345000.0,operating,USA,NY,1,2015-06-03,2015-06-03,0,0 days 00:00:00.000000000,,2345000.0,0.0,0,1,1.0,medical/pharma,Northeast
1641,CompassMD,health and wellness|health care|saas,270000.0,operating,USA,OH,1,2012-12-07,2012-12-07,1,0 days 00:00:00.000000000,,270000.0,0.0,0,0,1.0,healthcare,Midwest
1642,Compendia Bioscience,biotechnology|health diagnostics,100000.0,acquired,USA,MI,1,2007-11-19,2007-11-19,1,0 days 00:00:00.000000000,,21732739.24,0.0,0,1,1.0,healthcare,Midwest
1643,Complete Genomics,biotechnology|life sciences,104490061.0,ipo,USA,CA,4,2006-03-28,2010-08-19,1,1192 days 00:00:00.000000000,535 days 00:00:00.000000000,26122515.25,535.0,1192,1,7.0,medical/pharma,West
1644,Complexa,biotechnology,24183205.0,operating,USA,PA,7,2012-05-23,2015-06-17,1,9 days 00:00:00.000000000,186 days 16:00:00.000000000,4836641.0,186.0,9,1,4.0,biotech,Northeast
1645,ComplexCare Solutions,health and wellness,40000000.0,operating,USA,NY,1,2014-01-09,2014-01-09,1,0 days 00:00:00.000000000,,40000000.0,0.0,0,1,1.0,healthcare,Northeast
1646,Compliance Innovations,electric vehicles|electronics|health care|software,100000.0,operating,USA,CA,1,2014-06-19,2014-06-19,1,0 days 00:00:00.000000000,,21732739.24,0.0,0,1,2.0,healthcare,West
1647,Comprehensive Care,biotechnology,1800000.0,ipo,USA,FL,1,2011-09-14,2011-09-14,1,0 days 00:00:00.000000000,,1800000.0,0.0,0,1,1.0,biotech,South
1648,Compression Kinetics,health care|medical,50000.0,operating,USA,CA,1,2014-05-15,2014-05-15,1,0 days 00:00:00.000000000,,50000.0,0.0,0,1,2.0,medical/pharma,West
1649,Compressus,biotechnology,8147860.0,operating,USA,DC,1,2009-06-11,2009-06-11,1,0 days 00:00:00.000000000,,8147860.0,0.0,0,0,1.0,biotech,South
1650,CompuMed,health and wellness|health care|hospitals|medical,120000.0,operating,USA,CA,1,2010-04-07,2010-04-07,1,0 days 00:00:00.000000000,,120000.0,0.0,0,0,1.0,medical/pharma,West
1651,Quire,biotechnology|enterprise software|health care information technology,5355250.0,operating,USA,TN,5,2010-12-24,2013-11-01,1,525 days 00:00:00.000000000,260 days 18:00:00.000000000,1071050.0,260.0,525,1,3.0,healthcare,South
1652,"COMS Interactive, LLC",biotechnology,25900501.0,operating,USA,OH,2,2011-11-09,2013-06-18,1,587 days 00:00:00.000000000,587 days 00:00:00.000000000,12950250.5,587.0,587,1,4.0,biotech,Midwest
1653,Conatus Pharmaceuticals,biotechnology|health care,62101551.0,ipo,USA,CA,6,2006-12-26,2013-06-12,1,134 days 00:00:00.000000000,472 days 00:00:00.000000000,10350258.5,472.0,134,1,7.0,healthcare,West
1654,Conceivable,fertility|health and wellness|mhealth|mobile health,800000.0,operating,USA,TX,1,2015-04-02,2015-04-02,1,0 days 00:00:00.000000000,,800000.0,0.0,0,1,1.0,healthcare,South
1655,Conceivex,health care,2550000.0,operating,USA,MI,1,2015-08-25,2015-08-25,1,0 days 00:00:00.000000000,,2550000.0,0.0,0,1,1.0,healthcare,Midwest
1656,Concert Pharmaceuticals,biotechnology|health care,99500000.0,ipo,USA,MA,4,2006-07-17,2011-06-20,1,136 days 00:00:00.000000000,599 days 16:00:00.000000000,24875000.0,599.0,136,1,13.0,healthcare,Northeast
1657,Concerto Healthcare,health care,15249996.0,operating,USA,CA,1,2015-07-22,2015-07-22,1,0 days 00:00:00.000000000,,15249996.0,0.0,0,1,1.0,healthcare,West
1658,Cone Health,health care,97000.0,operating,USA,NC,1,2015-08-11,2015-08-11,1,0 days 00:00:00.000000000,,97000.0,0.0,0,1,1.0,healthcare,South
1659,Conex Med,biotechnology,200000.0,operating,USA,ID,1,2010-11-16,2010-11-16,1,0 days 00:00:00.000000000,,200000.0,0.0,0,0,1.0,biotech,West
1660,Confirma,biotechnology,20500000.0,acquired,USA,WA,2,2003-12-04,2008-01-09,1,1497 days 00:00:00.000000000,1497 days 00:00:00.000000000,10250000.0,1497.0,1497,1,6.0,biotech,West
1661,Confluence Discovery Technologies,biotechnology,75000.0,operating,USA,MO,1,2011-01-01,2011-01-01,1,0 days 00:00:00.000000000,,75000.0,0.0,0,0,1.0,biotech,Midwest
1662,Confluence Life Sciences,biotechnology,8870000.0,operating,USA,MO,6,2011-04-01,2015-07-28,1,467 days 00:00:00.000000000,315 days 19:12:00.000000000,1478333.3333333333,315.0,467,1,6.0,biotech,Midwest
1663,ConforMIS,biotechnology|health care,219100000.0,ipo,USA,MA,3,2009-08-10,2013-08-02,1,701 days 00:00:00.000000000,726 days 12:00:00.000000000,73033333.33333333,726.0,701,1,3.0,healthcare,Northeast
1664,Conisus,health care,46500000.0,operating,USA,GA,1,2013-01-08,2013-01-08,1,0 days 00:00:00.000000000,,46500000.0,0.0,0,0,1.0,healthcare,South
1665,ConjuChem,biotechnology,8500000.0,operating,USA,CA,1,1999-08-01,1999-08-01,1,0 days 00:00:00.000000000,,8500000.0,0.0,0,1,4.0,biotech,West
1666,ConjuGon,biotechnology,5820000.0,operating,USA,WI,3,2006-12-13,2013-12-06,1,1244 days 00:00:00.000000000,1275 days 00:00:00.000000000,1940000.0,1275.0,1244,1,2.0,biotech,Midwest
1667,Conkwest,biotechnology,142004397.0,operating,USA,CA,4,2014-04-17,2015-07-17,1,256 days 00:00:00.000000000,152 days 00:00:00.000000000,35501099.25,152.0,256,1,1.0,biotech,West
1668,Connecticut Children’s Medical Center,health and wellness,250000.0,operating,USA,CT,1,2014-04-07,2014-04-07,1,0 days 00:00:00.000000000,,250000.0,0.0,0,1,1.0,healthcare,Northeast
1669,ConnectYourCare,health and wellness|health care|service providers,5100000.0,operating,USA,MD,1,2015-01-26,2015-01-26,1,0 days 00:00:00.000000000,,5100000.0,0.0,0,1,1.0,healthcare,South
1670,Connectyx Technologies,beauty|health care|information services|information technology,247500.0,operating,USA,FL,1,2009-10-14,2009-10-14,1,0 days 00:00:00.000000000,,247500.0,0.0,0,0,1.0,healthcare,South
1671,Connexient,enterprise software|location based services|mhealth|saas,1450000.0,operating,USA,NY,2,2014-08-14,2015-07-15,1,335 days 00:00:00.000000000,335 days 00:00:00.000000000,725000.0,335.0,335,1,1.0,healthcare,Northeast
1672,Consano,biotechnology,3900000.0,operating,USA,CA,1,2014-05-27,2014-05-27,1,0 days 00:00:00.000000000,,3900000.0,0.0,0,1,1.0,biotech,West
1673,Consano Medical Inc.,health care|medical|medical devices,3900000.0,operating,USA,CA,1,2014-06-26,2014-06-26,1,0 days 00:00:00.000000000,,3900000.0,0.0,0,1,1.0,medical devices,West
1674,Consensus Orthopedics,biotechnology,12000000.0,operating,USA,CA,2,2011-01-11,2014-09-30,1,1358 days 00:00:00.000000000,1358 days 00:00:00.000000000,6000000.0,1358.0,1358,1,1.0,biotech,West
1675,Consolo Services Group,hospitals,12600000.0,operating,USA,KY,1,2015-07-21,2015-07-21,1,0 days 00:00:00.000000000,,12600000.0,0.0,0,1,1.0,healthcare,South
1676,ConsortiEX,hospitals|medical|pharmaceuticals,1360010.0,operating,USA,MA,3,2014-09-11,2015-07-27,1,36 days 00:00:00.000000000,159 days 12:00:00.000000000,453336.6666666667,159.0,36,1,2.0,medical/pharma,Northeast
1677,Constant Care of Colorado Springs,assisted living|elder care|health and wellness,100000.0,operating,USA,CO,1,2013-06-03,2013-06-03,1,0 days 00:00:00.000000000,,21732739.24,0.0,0,0,1.0,healthcare,West
1678,Constant Therapy,education|health and wellness|ipad|medical,50000.0,operating,USA,MA,1,2014-02-24,2014-02-24,1,0 days 00:00:00.000000000,,14798342.08,0.0,0,1,2.0,medical/pharma,Northeast
