,company_name,category_list,funding_total_usd,status,country_code,state_code,funding_rounds,first_funding_at,last_funding_at,homepage_url_new,time_bw_first_rounds,avg_time_bw_rounds,avg_raised_usd,avg_time_bw_rounds_float,time_bw_first_rounds_float,status_new,investor_count,cat_new,Region
1722,CorePower Yoga,health and wellness,100000,operating,USA,CO,1,7/4/2013,7/4/2013,1,0 days 00:00:00.000000000,,21732739.24,0,0,1,1,healthcare,West
1723,CoreRx,pharmaceuticals,7000000,operating,USA,FL,1,3/25/2015,3/25/2015,1,0 days 00:00:00.000000000,,7000000,0,0,1,1,medical/pharma,South
1724,Corgenix,biotechnology,1250000,acquired,USA,CO,1,7/16/2010,7/16/2010,1,0 days 00:00:00.000000000,,1250000,0,0,1,1,biotech,West
1725,Corhythm,biotechnology,3812835,operating,USA,TX,2,10/18/2010,1/11/2011,1,85 days 00:00:00.000000000,85 days 00:00:00.000000000,1906417.5,85,85,0,1,biotech,South
1726,Corinthian Ophthalmic,biotechnology,12247680,operating,USA,NC,6,12/29/2011,3/11/2013,1,29 days 00:00:00.000000000,87 days 14:24:00.000000000,2041280,87,29,0,1,biotech,South
1727,Corium International,health care,40000000,ipo,USA,CA,1,9/26/2007,9/26/2007,1,0 days 00:00:00.000000000,,40000000,0,0,1,3,healthcare,West
1728,CorMatrix,biotechnology,25860032,operating,USA,GA,3,10/15/2013,1/16/2015,1,94 days 00:00:00.000000000,229 days 00:00:00.000000000,8620010.667,229,94,1,1,biotech,South
1729,Cormedics,health care,1000000,operating,USA,TX,2,1/1/2009,9/1/2011,1,973 days 00:00:00.000000000,973 days 00:00:00.000000000,500000,973,973,0,2,healthcare,South
1730,CorMedix,biotechnology|health care|health diagnostics,6469973,ipo,USA,NJ,3,11/13/2009,10/20/2013,1,1056 days 00:00:00.000000000,718 days 12:00:00.000000000,2156657.667,718,1056,1,1,healthcare,Northeast
1731,Cornerstone Pharmaceuticals,biotechnology,19179100,operating,USA,NJ,4,12/15/2008,3/7/2014,1,407 days 00:00:00.000000000,636 days 00:00:00.000000000,4794775,636,407,1,1,biotech,Northeast
1732,Cornerstone Therapeutics,biotechnology,30000000,ipo,USA,NC,1,7/2/2012,7/2/2012,1,0 days 00:00:00.000000000,,30000000,0,0,1,1,biotech,South
1733,CorNova,biotechnology,10885000,operating,USA,MA,4,4/6/2005,1/7/2011,1,1710 days 00:00:00.000000000,700 days 16:00:00.000000000,2721250,700,1710,1,2,biotech,Northeast
1734,Coro Health,health and wellness,2000000,operating,USA,TX,1,11/10/2010,11/10/2010,1,0 days 00:00:00.000000000,,2000000,0,0,0,2,healthcare,South
1735,Coronado Biosciences,biotechnology|health care|pharmaceuticals,62758534,ipo,USA,WA,5,8/4/2009,7/6/2011,1,346 days 00:00:00.000000000,175 days 06:00:00.000000000,12551706.8,175,346,1,1,medical/pharma,West
1736,Correctional Healthcare Companies,biotechnology,10653722,operating,USA,CO,2,6/22/2010,1/4/2011,1,196 days 00:00:00.000000000,196 days 00:00:00.000000000,5326861,196,196,0,1,biotech,West
1737,Correx,health care,6550000,operating,USA,MA,3,2/22/2011,11/11/2012,1,300 days 00:00:00.000000000,314 days 00:00:00.000000000,2183333.333,314,300,0,1,healthcare,Northeast
1738,Corridor Pharmaceuticals,biotechnology,27620904,operating,USA,MD,4,10/23/2008,1/31/2013,1,344 days 00:00:00.000000000,520 days 08:00:00.000000000,6905226,520,344,0,10,biotech,South
1739,CorTechs Labs,biotechnology,1000000,operating,USA,CA,1,3/18/2014,3/18/2014,1,0 days 00:00:00.000000000,,24514914.83,0,0,1,1,biotech,West
1740,Cortex Healthcare,enterprise software|health care|knowledge management,60000,closed,USA,MD,1,1/1/2010,1/1/2010,1,0 days 00:00:00.000000000,,60000,0,0,0,1,healthcare,South
1741,Cortex Pharmaceuticals,biotechnology,8378011,operating,USA,CA,4,8/13/2009,11/17/2014,1,161 days 00:00:00.000000000,640 days 16:00:00.000000000,2094502.75,640,161,1,1,biotech,West
1742,Corthera,biotechnology,23000000,acquired,USA,CA,1,12/20/2007,12/20/2007,1,0 days 00:00:00.000000000,,23000000,0,0,1,3,biotech,West
1743,Cortria Corporation,biotechnology,1841000,operating,USA,MA,1,6/30/2009,6/30/2009,0,0 days 00:00:00.000000000,,1841000,0,0,0,1,biotech,Northeast
1744,Corbus Pharmaceuticals,pharmaceuticals,19049982,operating,USA,MA,2,4/28/2014,12/8/2014,1,224 days 00:00:00.000000000,224 days 00:00:00.000000000,9524991,224,224,1,2,medical/pharma,Northeast
1745,Corus Pharma,pharmaceuticals,60000000,closed,USA,WA,1,4/13/2004,4/13/2004,1,0 days 00:00:00.000000000,,60000000,0,0,0,17,medical/pharma,West
1746,Corventis,health and wellness|health care|health care information technology|medical devices,10000006,acquired,USA,CA,1,12/1/2009,12/1/2009,1,0 days 00:00:00.000000000,,10000006,0,0,1,1,medical devices,West
1747,Cosmederm Bioscience,biotechnology|pharmaceuticals|product development services,50000000,operating,USA,CA,1,10/13/2014,10/13/2014,1,0 days 00:00:00.000000000,,50000000,0,0,1,1,medical/pharma,West
1748,CosmosID,biotechnology|clinical trials|software,1000000,operating,USA,MD,2,8/19/2011,9/27/2011,1,39 days 00:00:00.000000000,39 days 00:00:00.000000000,0,39,39,0,1,biotech,South
1749,Cotera,health care|medical|medical devices,14382422,operating,USA,CA,3,10/1/2012,12/15/2014,0,631 days 00:00:00.000000000,402 days 12:00:00.000000000,4794140.667,402,631,1,3,medical devices,West
1750,Coty,health and wellness,100000,ipo,USA,NY,1,1/26/2011,1/26/2011,1,0 days 00:00:00.000000000,,21732739.24,0,0,1,2,healthcare,Northeast
1751,Counsyl,biotechnology|technology,103795000,operating,USA,CA,6,3/16/2010,5/8/2014,1,16 days 00:00:00.000000000,302 days 19:12:00.000000000,17299166.67,302,16,1,5,biotech,West
1752,Counterpoint Health Solutions,biotechnology,2350479,operating,USA,MA,1,7/15/2015,7/15/2015,0,0 days 00:00:00.000000000,,2350479,0,0,1,1,biotech,Northeast
1753,Cour Pharmaceuticals Development,biotechnology,516977,operating,USA,IL,2,4/23/2013,8/28/2014,1,492 days 00:00:00.000000000,492 days 00:00:00.000000000,258488.5,492,492,1,1,biotech,Midwest
1754,Courtagen Life Sciences,biotechnology,34272598,operating,USA,MA,5,1/1/2010,7/1/2015,1,365 days 00:00:00.000000000,501 days 18:00:00.000000000,11424199.33,501,365,1,7,biotech,Northeast
1755,"CovalentCareers, Inc.",health care,200000,operating,USA,CA,1,4/17/2015,4/17/2015,1,0 days 00:00:00.000000000,,200000,0,0,1,1,healthcare,West
1756,Covenant Surgical Partners,biotechnology,76336992,operating,USA,TN,14,3/27/2009,1/16/2014,1,230 days 00:00:00.000000000,135 days 01:50:46.153846154,5452642.286,135,230,1,3,biotech,South
1757,Stride Health,health and wellness|insurance,15400000,operating,USA,CA,2,1/16/2015,5/20/2015,1,124 days 00:00:00.000000000,124 days 00:00:00.000000000,7700000,124,124,1,5,healthcare,West
1758,CoverMyMeds,health care information technology|pharmaceuticals|software,250000,operating,USA,OH,2,11/9/2010,11/5/2014,1,1457 days 00:00:00.000000000,1457 days 00:00:00.000000000,250000,1457,1457,1,2,medical/pharma,Midwest
1759,Cozmik Body,medical,7000,operating,USA,GA,1,12/11/2013,12/11/2013,1,0 days 00:00:00.000000000,,7000,0,0,1,1,medical/pharma,South
1760,CPAP TotalCare,medical|medical devices|therapeutics,250000,operating,USA,CO,1,7/23/2015,7/23/2015,1,0 days 00:00:00.000000000,,0,0,0,1,1,medical devices,West
1761,Craneware,biotechnology,6000000,operating,USA,GA,1,6/28/2011,6/28/2011,1,0 days 00:00:00.000000000,,6000000,0,0,0,1,biotech,South
1762,CreatiVasc Medical,health care information technology|health diagnostics|medical,5000000,operating,USA,SC,1,7/24/2013,7/24/2013,1,0 days 00:00:00.000000000,,5000000,0,0,1,1,medical/pharma,South
1763,CredSimple,health care information technology|medical|medical professionals|saas,1500000,operating,USA,NY,2,9/26/2013,6/1/2015,1,613 days 00:00:00.000000000,613 days 00:00:00.000000000,1500000,613,613,1,5,medical/pharma,Northeast
1764,Crescendo Bioscience,biotechnology,161600003,acquired,USA,CA,5,6/27/2008,1/3/2013,1,740 days 00:00:00.000000000,412 days 18:00:00.000000000,32320000.6,412,740,1,5,biotech,West
1765,CrestHire,medical,50000,operating,USA,NJ,1,5/9/2014,5/9/2014,1,0 days 00:00:00.000000000,,14798342.08,0,0,1,1,medical/pharma,Northeast
1766,Crinetics Pharmaceuticals,biotechnology,41500000,operating,USA,CA,2,1/30/2015,11/2/2015,1,276 days 00:00:00.000000000,276 days 00:00:00.000000000,20750000,276,276,1,3,biotech,West
1767,Sephure,medical devices,3200022,operating,USA,MA,1,6/25/2015,6/25/2015,1,0 days 00:00:00.000000000,,3200022,0,0,1,1,medical devices,Northeast
1768,Critical Biologics Corporation,biotechnology|health diagnostics,500000,operating,USA,MA,1,7/24/2009,7/24/2009,1,0 days 00:00:00.000000000,,500000,0,0,0,1,healthcare,Northeast
1769,Critical Diagnostics,biotechnology|health diagnostics,2566676,operating,USA,CA,1,3/26/2013,3/26/2013,1,0 days 00:00:00.000000000,,2566676,0,0,0,1,healthcare,West
1770,Critical Signal Technologies,biotechnology,10800000,operating,USA,MI,1,9/18/2009,9/18/2009,0,0 days 00:00:00.000000000,,10800000,0,0,0,1,biotech,Midwest
1771,"Critical Therapeutics,Inc.",bio-pharm|clinical trials|health care,56000000,acquired,USA,MA,1,10/10/2003,10/10/2003,1,0 days 00:00:00.000000000,,56000000,0,0,1,6,healthcare,Northeast
1772,CritiTech,biotechnology,5233000,operating,USA,KS,3,12/10/2009,1/18/2013,1,844 days 00:00:00.000000000,567 days 12:00:00.000000000,1744333.333,567,844,0,1,biotech,Midwest
1773,CrossCoat Medical,medical,100000,operating,USA,KY,1,12/8/2014,12/8/2014,1,0 days 00:00:00.000000000,,100000,0,0,1,1,medical/pharma,South
1774,CrossCore,health and wellness,400000,operating,USA,CA,1,7/1/2011,7/1/2011,1,0 days 00:00:00.000000000,,400000,0,0,0,1,healthcare,West
1775,Crossover Health Management Services,health and wellness,21487877,operating,USA,CA,2,7/25/2013,1/27/2015,1,551 days 00:00:00.000000000,551 days 00:00:00.000000000,10743938.5,551,551,1,1,healthcare,West
1776,CrossRoads Extremity Systems,biotechnology,1777900,operating,USA,TN,1,6/9/2015,6/9/2015,1,0 days 00:00:00.000000000,,1777900,0,0,1,1,biotech,South
1777,CrowdANALYTIX Inc,analytics|crowdsourcing|life sciences|professional services,2000000,operating,USA,CA,1,5/1/2012,5/1/2012,1,0 days 00:00:00.000000000,,2000000,0,0,0,1,medical/pharma,West
1778,CrowdMed,crowdsourcing|health and wellness|health care|software,2380000,operating,USA,CA,4,7/15/2012,5/22/2014,1,206 days 00:00:00.000000000,225 days 08:00:00.000000000,793333.3333,225,206,1,15,healthcare,West
1779,Crown Bioscience,biotechnology,82950000,operating,USA,CA,5,1/1/2008,5/23/2014,1,1216 days 00:00:00.000000000,583 days 12:00:00.000000000,20737500,583,1216,1,8,biotech,West
1780,Crux Biomedical,biotechnology,8000000,acquired,USA,CA,1,1/1/2009,1/1/2009,1,0 days 00:00:00.000000000,,8000000,0,0,1,2,biotech,West
1781,CryoCor,medical devices,39500000,acquired,USA,CA,2,1/28/2002,6/6/2003,1,494 days 00:00:00.000000000,494 days 00:00:00.000000000,19750000,494,494,1,5,medical devices,West
1782,CryoMedix,health care|healthcare services|medical devices,500000,operating,USA,CA,1,7/9/2014,7/9/2014,1,0 days 00:00:00.000000000,,500000,0,0,1,1,medical devices,West
1783,"Cryothermic Systems, Inc.",health care,250000,operating,USA,OH,2,4/4/2012,10/31/2012,1,210 days 00:00:00.000000000,210 days 00:00:00.000000000,250000,210,210,0,3,healthcare,Midwest
1784,CryoXtract Instruments,biotechnology,3800000,operating,USA,VA,2,6/15/2011,6/13/2012,1,364 days 00:00:00.000000000,364 days 00:00:00.000000000,1900000,364,364,0,1,biotech,South
1785,CrystalGenomics,biotechnology,15400000,operating,USA,PA,2,1/13/2012,6/25/2014,1,894 days 00:00:00.000000000,894 days 00:00:00.000000000,7700000,894,894,1,2,biotech,Northeast
1786,Crystalplex,biotechnology,2894000,operating,USA,PA,6,11/8/2007,2/24/2015,1,67 days 00:00:00.000000000,533 days 00:00:00.000000000,482333.3333,533,67,1,1,biotech,Northeast
1787,CS-Keys,biotechnology,6535000,closed,USA,IN,2,6/7/2006,1/25/2008,1,597 days 00:00:00.000000000,597 days 00:00:00.000000000,3267500,597,597,0,6,biotech,Midwest
1788,CSA Medical,health care,49427303,operating,USA,MD,4,1/25/2011,4/16/2015,1,324 days 00:00:00.000000000,514 days 00:00:00.000000000,12356825.75,514,324,1,8,healthcare,South
1789,CSATS,biotechnology,2500000,operating,USA,WA,1,5/29/2015,5/29/2015,1,0 days 00:00:00.000000000,,2500000,0,0,1,4,biotech,West
1790,CSMG,health and wellness,150000,operating,USA,TX,1,11/24/2008,11/24/2008,0,0 days 00:00:00.000000000,,150000,0,0,0,1,healthcare,South
1791,CTD Holdings,biotechnology|health diagnostics,2375000,operating,USA,FL,2,7/23/2014,9/1/2015,1,405 days 00:00:00.000000000,405 days 00:00:00.000000000,1187500,405,405,1,1,healthcare,South
1792,CTI Science,biotechnology,3973210,operating,USA,KY,2,8/15/2011,1/16/2014,1,885 days 00:00:00.000000000,885 days 00:00:00.000000000,1986605,885,885,1,1,biotech,South
1793,CTMG,biotechnology,4474684,operating,USA,CA,3,7/23/2009,3/4/2015,1,1567 days 00:00:00.000000000,1025 days 00:00:00.000000000,1491561.333,1025,1567,1,1,biotech,West
1794,Cue,biotechnology,7500000,operating,USA,CA,1,11/18/2014,11/18/2014,1,0 days 00:00:00.000000000,,7500000,0,0,1,2,biotech,West
1795,Cuedd,innovation engineering|medical professionals|robotics,20000,operating,USA,MO,1,9/1/2013,9/1/2013,0,0 days 00:00:00.000000000,,20000,0,0,1,1,medical/pharma,Midwest
1796,Cuff-Protect,health and wellness|health care,50000,operating,USA,TN,1,6/1/2013,6/1/2013,0,0 days 00:00:00.000000000,,50000,0,0,0,2,healthcare,South
1797,Cumed,biotechnology,4000000,operating,USA,VA,1,1/13/2010,1/13/2010,0,0 days 00:00:00.000000000,,4000000,0,0,0,1,biotech,South
1798,Curaxis Pharmaceutical,biotechnology,1526000,closed,USA,NC,1,2/17/2010,2/17/2010,1,0 days 00:00:00.000000000,,1526000,0,0,0,1,biotech,South
1799,Cure Forward,health and wellness|hospitality,19000000,operating,USA,MA,2,6/18/2015,6/22/2015,1,4 days 00:00:00.000000000,4 days 00:00:00.000000000,9500000,4,4,1,1,healthcare,Northeast
1800,Cureatr,health care|health care information technology|software,19125000,operating,USA,NY,3,10/27/2011,6/25/2015,1,727 days 00:00:00.000000000,668 days 12:00:00.000000000,6375000,668,727,1,9,healthcare,Northeast
1801,CureDM,biotechnology,4600000,operating,USA,DE,2,11/30/2006,8/10/2009,1,984 days 00:00:00.000000000,984 days 00:00:00.000000000,2300000,984,984,0,2,biotech,South
1802,CureLauncher,health care|healthcare services|medical|pharmaceuticals,2050000,operating,USA,MI,5,1/1/2013,9/12/2014,1,334 days 00:00:00.000000000,154 days 18:00:00.000000000,410000,154,334,1,1,medical/pharma,Midwest
1803,Curely,health and wellness|mobile health|technology,2000000,operating,USA,CA,1,7/6/2015,7/6/2015,1,0 days 00:00:00.000000000,,2000000,0,0,1,1,healthcare,West
1804,Curemark,biotechnology,80014466,operating,USA,NY,7,10/1/2009,7/13/2015,1,288 days 00:00:00.000000000,351 days 20:00:00.000000000,11430638,351,288,1,1,biotech,Northeast
1805,Cureseq,bioinformatics|biotechnology|technology,700000,operating,USA,CA,1,7/10/2014,7/10/2014,1,0 days 00:00:00.000000000,,700000,0,0,1,2,biotech,West
1806,CureSquare,electronic health records|health and wellness|health care,375000,operating,USA,IL,1,1/1/2012,1/1/2012,1,0 days 00:00:00.000000000,,375000,0,0,0,1,healthcare,Midwest
1807,Curexo Technology,health care,13200000,operating,USA,CA,1,6/1/2010,6/1/2010,1,0 days 00:00:00.000000000,,13200000,0,0,0,1,healthcare,West
1808,Curis,biotechnology,22964000,ipo,USA,MA,4,2/12/2010,3/30/2012,1,635 days 00:00:00.000000000,259 days 00:00:00.000000000,5741000,259,635,1,1,biotech,Northeast
1809,Custopharm,biotechnology|health and wellness|medical|pharmaceuticals,50000,operating,USA,CA,1,2/3/2015,2/3/2015,1,0 days 00:00:00.000000000,,14798342.08,0,0,1,1,medical/pharma,West
1810,Cutanea Life Sciences,biotechnology,450000,operating,USA,PA,1,9/9/2011,9/9/2011,1,0 days 00:00:00.000000000,,450000,0,0,0,1,biotech,Northeast
1811,CutisPharma,pharmaceuticals,20000000,operating,USA,MA,2,12/30/2014,1/6/2015,1,7 days 00:00:00.000000000,7 days 00:00:00.000000000,20000000,7,7,1,1,medical/pharma,Northeast
1812,CV Ingenuity,health care,32676154,closed,USA,CA,4,5/26/2009,1/24/2013,1,861 days 00:00:00.000000000,446 days 08:00:00.000000000,8169038.5,446,861,0,3,healthcare,West
1813,CV-Sight,health and wellness,2500000,operating,USA,MA,1,4/24/2012,4/24/2012,1,0 days 00:00:00.000000000,,2500000,0,0,0,1,healthcare,Northeast
1814,"CVAC Systems, Inc",fitness|health and wellness|technology,62745,operating,USA,CA,1,1/12/2012,1/12/2012,1,0 days 00:00:00.000000000,,62745,0,0,0,1,healthcare,West
1815,Cvergenx,health and wellness|health diagnostics,225554,operating,USA,FL,1,4/15/2010,4/15/2010,1,0 days 00:00:00.000000000,,225554,0,0,0,1,healthcare,South
1816,CVRx,biotechnology,205600000,operating,USA,MN,5,5/10/2007,9/22/2014,1,447 days 00:00:00.000000000,673 days 00:00:00.000000000,41120000,673,447,1,11,biotech,Midwest
1817,CyberHeart,health care,24765989,operating,USA,CA,4,1/8/2008,2/15/2011,1,678 days 00:00:00.000000000,378 days 00:00:00.000000000,6191497.25,378,678,0,3,healthcare,West
1818,Cyclacel Pharmaceuticals,biotechnology,132188186,ipo,USA,NJ,7,5/1/1999,4/10/2014,1,762 days 00:00:00.000000000,909 days 16:00:00.000000000,18884026.57,909,762,1,16,biotech,Northeast
1819,Cydan,biotechnology,26000000,operating,USA,MA,2,4/11/2013,10/1/2013,1,173 days 00:00:00.000000000,173 days 00:00:00.000000000,13000000,173,173,1,6,biotech,Northeast
1820,Cylene Pharmaceuticals,biotechnology,98802924,closed,USA,CA,5,5/26/2005,1/22/2013,1,607 days 00:00:00.000000000,699 days 12:00:00.000000000,19760584.8,699,607,0,15,biotech,West
1821,Cylex,biotechnology|health diagnostics,23800000,operating,USA,MD,2,3/7/2007,9/7/2010,1,1280 days 00:00:00.000000000,1280 days 00:00:00.000000000,11900000,1280,1280,0,8,healthcare,South
1822,CymaBay Therapeutics,biotechnology,171505694,ipo,USA,CA,8,8/29/2003,8/14/2015,1,460 days 00:00:00.000000000,624 days 00:00:00.000000000,21438211.75,624,460,1,23,biotech,West
1823,CyMedica Orthopedics,health care|medical devices|therapeutics,11500000,operating,USA,AZ,1,6/16/2015,6/16/2015,1,0 days 00:00:00.000000000,,11500000,0,0,1,4,medical devices,West
1824,CymoGen Dx,biotechnology,350161,operating,USA,NY,1,7/7/2010,7/7/2010,1,0 days 00:00:00.000000000,,350161,0,0,0,1,biotech,Northeast
1825,Cyntellect,biotechnology|health diagnostics,42600000,closed,USA,CA,4,7/25/2007,7/16/2010,1,43 days 00:00:00.000000000,362 days 08:00:00.000000000,10650000,362,43,0,3,healthcare,West
1826,Cynvec,biotechnology,500000,operating,USA,NY,1,3/20/2009,3/20/2009,1,0 days 00:00:00.000000000,,500000,0,0,0,1,biotech,Northeast
1827,Cynvenio Biosystems,biotechnology|health diagnostics,45825885,operating,USA,CA,10,12/15/2008,6/17/2015,1,156 days 00:00:00.000000000,263 days 21:20:00.000000000,4582588.5,263,156,1,3,healthcare,West
1828,Cyrano Sciences,biotechnology|chemicals|sensors,23000000,closed,USA,CA,1,3/5/2000,3/5/2000,1,0 days 00:00:00.000000000,,23000000,0,0,0,7,biotech,West
1829,Cyrus Biotechnology,biotechnology|software,850000,operating,USA,WA,1,5/6/2015,5/6/2015,1,0 days 00:00:00.000000000,,850000,0,0,1,2,biotech,West
1830,Cyteir Therapeutics,biotechnology,5500000,operating,USA,MA,1,11/5/2015,11/5/2015,1,0 days 00:00:00.000000000,,5500000,0,0,1,1,biotech,Northeast
1831,Cyterix Pharmaceuticals,biotechnology,16490000,operating,USA,CA,2,6/7/2011,7/1/2012,1,390 days 00:00:00.000000000,390 days 00:00:00.000000000,8245000,390,390,0,2,biotech,West
1832,CYTIMMUNE SCIENCES,biotechnology,8247656,operating,USA,MD,5,1/12/2010,8/31/2015,1,1554 days 00:00:00.000000000,514 days 06:00:00.000000000,1649531.2,514,1554,1,1,biotech,South
1833,Cyto Wave Technologies,biotechnology,965000,closed,USA,CA,1,4/4/2013,4/4/2013,1,0 days 00:00:00.000000000,,965000,0,0,0,1,biotech,West
1834,Cytochroma,biotechnology,68470098.01,acquired,USA,IL,4,12/18/2001,7/30/2008,1,351 days 00:00:00.000000000,805 days 08:00:00.000000000,17117524.5,805,351,1,13,biotech,Midwest
1835,Cytodyn,biotechnology,36467860,ipo,USA,OR,10,10/19/2009,10/5/2015,1,15 days 00:00:00.000000000,241 days 21:20:00.000000000,3646786,241,15,1,1,biotech,West
1836,Cytogel Pharma,biotechnology,5131190,operating,USA,CT,3,5/17/2010,1/7/2015,1,1403 days 00:00:00.000000000,848 days 00:00:00.000000000,1710396.667,848,1403,1,1,biotech,Northeast
1837,"Cytokinetics, Inc.",pharmaceuticals,40000000,ipo,USA,CA,1,1/1/2003,1/1/2003,1,0 days 00:00:00.000000000,,40000000,0,0,1,1,medical/pharma,West
1838,CytoLogic,health care,978637,operating,USA,CO,2,12/13/2010,6/15/2012,1,550 days 00:00:00.000000000,550 days 00:00:00.000000000,489318.5,550,550,0,1,healthcare,West
1839,Nuo Therapeutics,biotechnology,104775000,ipo,USA,MD,8,4/22/2010,6/26/2014,1,169 days 00:00:00.000000000,218 days 00:00:00.000000000,13096875,218,169,1,1,biotech,South
1840,CytomX Therapeutics,biotechnology,133500000,ipo,USA,CA,5,3/3/2010,6/16/2015,1,204 days 00:00:00.000000000,482 days 18:00:00.000000000,26700000,482,204,1,14,biotech,West
1841,Cytonics,biotechnology,3304760,operating,USA,FL,2,5/18/2009,3/4/2011,1,655 days 00:00:00.000000000,655 days 00:00:00.000000000,1652380,655,655,0,1,biotech,South
1842,CytoPherx,health care,47686876,operating,USA,MI,3,11/6/2009,1/4/2012,1,223 days 00:00:00.000000000,394 days 12:00:00.000000000,15895625.33,394,223,0,10,healthcare,Midwest
1843,Cytori Therapeutics,biotechnology,54751700,ipo,USA,CA,4,6/30/2009,10/8/2014,1,1462 days 00:00:00.000000000,642 days 00:00:00.000000000,13687925,642,1462,1,3,biotech,West
1844,CytoSolv,biotechnology,500000,acquired,USA,RI,1,2/9/2010,2/9/2010,0,0 days 00:00:00.000000000,,500000,0,0,1,1,biotech,Northeast
1845,Cytosorbents,biotechnology,1843000,operating,USA,NJ,2,8/8/2013,10/11/2013,1,64 days 00:00:00.000000000,64 days 00:00:00.000000000,921500,64,64,1,1,biotech,Northeast
1846,CytoVale,biotechnology,4300000,operating,USA,CA,2,11/15/2013,6/10/2014,1,207 days 00:00:00.000000000,207 days 00:00:00.000000000,4300000,207,207,1,2,biotech,West
1847,Cytovance Biologics,biotechnology,42500000,acquired,USA,OK,2,3/15/2011,10/28/2014,1,1323 days 00:00:00.000000000,1323 days 00:00:00.000000000,21250000,1323,1323,1,2,biotech,South
1848,CytoViva,assisitive technology|biotechnology|systems,685000,operating,USA,AL,1,4/29/2009,4/29/2009,1,0 days 00:00:00.000000000,,685000,0,0,0,1,biotech,South
1849,Cytrellis Biosystems,biotechnology|medical|medical devices,7139937,operating,USA,MA,1,2/20/2015,2/20/2015,0,0 days 00:00:00.000000000,,7139937,0,0,1,1,medical devices,Northeast
1850,CytRx,bio-pharm|health diagnostics|medical,86000000,ipo,USA,CA,1,2/5/2014,2/5/2014,1,0 days 00:00:00.000000000,,86000000,0,0,1,1,medical/pharma,West
1851,CyVek,biotechnology|clinical trials|life sciences,22304410,acquired,USA,CT,5,2/12/2010,4/7/2014,1,819 days 00:00:00.000000000,378 days 18:00:00.000000000,4460882,378,819,1,1,medical/pharma,Northeast
1852,Cyvenio Biosystems,biotechnology,1968783,operating,USA,CA,1,1/11/2010,1/11/2010,1,0 days 00:00:00.000000000,,1968783,0,0,0,1,biotech,West
1853,Dabo Health,health care information technology|healthcare services,100000,operating,USA,CA,1,11/15/2013,11/15/2013,1,0 days 00:00:00.000000000,,21732739.24,0,0,1,1,healthcare,West
1854,DailyBurn,exercise|finance|fitness|health and wellness|nutrition|social network media,540000,acquired,USA,NY,2,5/1/2008,5/26/2009,1,390 days 00:00:00.000000000,390 days 00:00:00.000000000,270000,390,390,1,5,healthcare,Northeast
1855,DailyPath,curated web|education|health and wellness|productivity software,100000,operating,USA,OR,1,9/21/2011,9/21/2011,1,0 days 00:00:00.000000000,,21732739.24,0,0,0,1,healthcare,West
1856,Daktari Diagnostics,biotechnology|health diagnostics,52119995,operating,USA,MA,7,10/27/2009,3/2/2015,1,248 days 00:00:00.000000000,325 days 08:00:00.000000000,7445713.571,325,248,1,8,healthcare,Northeast
1857,Dallen Medical,health care,3344715,operating,USA,CA,1,3/3/2011,3/3/2011,1,0 days 00:00:00.000000000,,3344715,0,0,0,1,healthcare,West
1858,Dana-Farber Cancer Institute,health and wellness,10000000,operating,USA,MA,1,1/31/2012,1/31/2012,1,0 days 00:00:00.000000000,,10000000,0,0,0,1,healthcare,Northeast
1859,Dance Biopharm,bio-pharm|health and wellness|health care|medical,14578000,operating,USA,CA,2,12/29/2014,2/18/2015,1,51 days 00:00:00.000000000,51 days 00:00:00.000000000,7289000,51,51,1,1,medical/pharma,West
1860,DaoCloud,health and wellness|health care information technology|mobile health|personal health,94000,operating,USA,MD,3,1/1/2014,8/31/2014,1,241 days 00:00:00.000000000,121 days 00:00:00.000000000,31333.33333,121,241,1,1,healthcare,South
1861,DARA BioSciences,biotechnology,7397000,acquired,USA,NC,2,6/15/2009,2/13/2014,1,1704 days 00:00:00.000000000,1704 days 00:00:00.000000000,3698500,1704,1704,1,1,biotech,South
1862,Darma Inc.,hardware + software|health and wellness|health care,65000,operating,USA,CA,3,4/10/2014,9/22/2014,1,32 days 00:00:00.000000000,82 days 12:00:00.000000000,32500,82,32,1,2,healthcare,West
1863,Akashi Therapeutics,biotechnology,1500000,operating,USA,MA,1,7/3/2014,7/3/2014,1,0 days 00:00:00.000000000,,1500000,0,0,1,1,biotech,Northeast
1864,Datacraft Solutions,health and wellness|manufacturing|saas|software|supply chain management,4000000,operating,USA,NC,1,5/14/2007,5/14/2007,1,0 days 00:00:00.000000000,,4000000,0,0,0,1,healthcare,South
1865,Dauntless Pharmaceuticals,pharmaceuticals,15000195,operating,USA,CA,2,6/10/2015,7/21/2015,1,41 days 00:00:00.000000000,41 days 00:00:00.000000000,7500097.5,41,41,1,1,medical/pharma,West
1866,DaVinci Home Health Services,medical,50000,operating,USA,PA,1,11/25/2014,11/25/2014,0,0 days 00:00:00.000000000,,14798342.08,0,0,1,1,medical/pharma,Northeast
1867,DaVincian Healthcare.,health care,50000000,operating,USA,TX,1,6/25/2014,6/25/2014,1,0 days 00:00:00.000000000,,50000000,0,0,1,1,healthcare,South
1868,Davis Medical Holdings,medical,35000,operating,USA,GA,1,7/21/2014,7/21/2014,1,0 days 00:00:00.000000000,,35000,0,0,1,1,medical/pharma,South
